Date,Person_ID,Age,Gender,Total_Sleep_Hours,Sleep_Quality,Exercise_Mins_Day,Caffeine_Intake,Screen_Time_Before_Bed,Work_Hours,Productivity_Score,Mood_Score,Stress_Level
2024-04-06,8118,53,Male,924,2,54,96,79,1,7,10,3
2024-03-19,3460,51,Male,909,3,57,31,30,1,7,9,1
2024-03-01,7413,49,Female,524,2,29,227,148,7,1,1,10
2024-04-24,5078,59,Other,75,9,31,14,61,1,1,2,10
2024-05-09,5734,53,Female,621,7,59,277,73,9,5,6,9
2024-12-09,5704,34,Male,649,8,8,272,116,8,8,10,5
2024-05-28,1924,41,Female,548,4,44,81,16,6,1,4,2
2024-02-16,7250,26,Male,683,5,18,25,153,6,1,2,5
2024-05-10,1786,34,Male,606,3,48,54,153,6,4,4,5
2024-04-27,3349,53,Male,476,10,79,143,156,7,6,4,7
2024-08-20,3713,43,Female,824,4,62,67,153,1,1,10,1
2024-09-25,4661,41,Female,512,4,39,65,86,5,7,1,2
2024-03-24,2299,20,Other,835,4,77,271,82,6,6,4,6
2024-01-18,1523,47,Male,687,3,5,83,154,1,5,7,5
2024-01-11,1142,20,Female,845,9,14,92,16,8,8,5,9
2024-09-23,5517,25,Female,603,7,13,265,139,5,7,2,9
2024-01-10,2936,34,Other,716,7,3,105,84,8,4,2,5
2024-01-19,1641,29,Male,542,3,10,139,72,7,10,5,4
2024-01-10,6127,53,Male,703,6,84,148,49,4,4,8,7
2024-05-14,6413,39,Female,475,3,37,50,9,9,5,8,6
2024-12-06,7200,56,Male,487,9,75,297,26,6,9,4,10
2024-02-01,9216,28,Other,476,7,30,63,32,1,2,1,5
2024-08-13,9787,52,Other,777,8,71,29,171,5,7,4,1
2024-05-18,1193,43,Male,80,4,41,209,93,7,7,6,1
2024-05-19,5887,51,Male,536,5,25,181,12,6,3,10,8
2024-07-04,4326,29,Female,932,5,85,257,126,9,10,10,8
2024-07-22,7159,40,Female,653,5,12,4,73,9,9,5,2
2024-05-22,6481,24,Other,542,5,69,64,131,5,10,5,7
2024-08-08,6972,44,Other,515,4,79,158,52,6,10,5,1
2024-08-07,8688,29,Male,644,8,68,225,76,7,10,10,6
2024-11-19,2204,50,Other,833,3,73,170,120,5,5,3,6
2024-11-02,3569,29,Female,771,8,35,280,97,1,3,9,5
2024-05-25,8082,52,Female,613,9,77,259,92,8,2,10,4
2024-03-09,3793,18,Other,509,8,34,173,169,9,10,1,6
2024-05-29,9624,26,Other,917,8,30,167,47,7,2,7,8
2024-06-25,7617,33,Male,882,4,79,194,112,4,9,2,7
2024-05-03,7960,29,Other,813,10,86,245,83,4,5,5,1
2024-02-06,5428,36,Female,538,4,83,18,108,5,9,5,4
2024-02-03,7468,27,Female,476,10,9,9,101,6,3,5,8
2024-07-11,7747,56,Female,47,9,16,68,57,5,4,8,6
2024-06-19,4555,50,Male,897,1,35,107,9,8,9,1,7
2024-08-06,9283,33,Female,676,6,24,155,4,5,2,6,9
2024-04-02,2407,50,Male,86,3,39,152,126,6,7,4,4
2024-06-20,5052,40,Female,735,7,72,274,134,8,10,10,4
2024-11-24,5378,19,Other,824,5,38,245,80,1,8,4,6
2024-07-15,8837,29,Male,722,5,17,56,11,5,8,3,7
2024-07-27,5736,32,Male,692,3,85,282,108,1,1,5,1
2024-04-18,7784,27,Other,543,7,85,145,111,1,2,7,1
2024-03-22,2502,51,Other,516,9,72,199,178,1,5,4,7
2024-07-22,3241,31,Female,51,6,54,67,87,5,7,9,10
2024-05-12,6739,59,Female,707,2,73,107,121,1,7,9,3
2024-09-08,3042,56,Other,696,10,50,43,14,4,2,5,2
2024-01-03,3261,39,Female,484,1,6,268,119,1,10,7,8
2024-01-17,6171,23,Other,802,3,20,23,3,1,3,3,4
2024-12-22,1687,52,Other,666,4,45,140,154,9,4,8,1
2024-12-20,2872,58,Female,655,4,42,21,110,5,3,3,10
2024-08-03,2036,58,Male,755,8,73,56,39,7,3,3,8
2024-01-05,9714,24,Male,766,2,66,199,30,5,7,2,6
2024-10-23,7559,37,Male,673,7,38,144,44,1,7,6,6
2024-05-09,5095,39,Male,469,8,36,48,51,6,2,5,7
2024-09-30,6285,54,Female,598,10,47,299,81,5,6,6,3
2024-04-07,2932,58,Other,668,7,44,147,23,9,10,10,7
2024-02-16,1564,55,Male,755,10,47,146,136,1,6,10,3
2024-02-08,8170,46,Other,798,1,20,38,101,1,4,2,1
2024-04-08,4483,56,Male,67,3,62,50,129,1,10,5,9
2024-09-14,2211,55,Male,588,4,84,48,69,1,3,10,5
2024-08-05,6820,38,Male,603,10,71,260,14,9,1,5,3
2024-02-16,5958,30,Other,885,6,89,185,61,7,9,8,8
2024-04-06,9677,38,Other,83,4,7,57,45,7,9,9,10
2024-10-11,5597,33,Male,479,7,40,231,92,4,6,5,1
2024-03-13,4320,44,Male,818,8,86,220,132,1,10,4,9
2024-10-09,2081,19,Male,76,7,73,152,124,1,10,6,5
2024-03-06,4670,19,Female,875,4,64,208,128,4,9,3,7
2024-11-26,6335,39,Male,556,10,34,23,27,5,8,1,3
2024-07-25,2294,51,Other,697,4,42,74,102,1,2,7,7
2024-11-10,4787,24,Male,502,2,70,131,19,7,4,1,8
2024-02-04,6231,47,Female,737,10,82,64,68,5,6,8,4
2024-12-22,6795,21,Male,512,2,21,65,20,5,7,7,6
2024-03-30,2620,34,Other,662,1,1,243,175,9,1,3,10
2024-12-24,7073,37,Female,84,5,81,143,131,9,7,7,3
2024-12-02,9697,59,Female,926,10,8,99,145,6,9,2,9
2024-05-22,7533,59,Male,60,2,56,171,74,9,3,2,10
2024-11-15,3149,59,Female,86,9,56,195,118,9,4,5,8
2024-10-26,8265,22,Female,622,10,31,288,125,8,2,3,10
2024-07-03,7041,19,Female,707,3,12,230,43,5,7,9,2
2024-09-02,1808,48,Other,698,5,57,105,43,8,8,9,2
2024-10-12,2790,23,Female,948,10,56,125,151,7,10,1,10
2024-07-22,3032,53,Female,905,2,84,99,103,4,6,5,2
2024-09-11,3428,47,Female,93,4,24,274,4,6,8,3,7
2024-02-09,9159,43,Other,709,10,28,166,168,5,5,3,1
2024-01-16,5886,24,Female,626,10,68,176,25,8,1,7,1
2024-08-22,9989,43,Male,69,1,37,133,45,1,10,8,2
2024-03-12,7985,34,Other,575,6,5,25,166,1,6,3,7
2024-04-13,1600,30,Male,839,9,78,51,129,1,2,3,10
2024-02-03,5898,55,Other,942,6,47,191,146,4,7,9,4
2024-05-12,7794,47,Male,452,2,11,296,129,4,8,3,6
2024-12-21,1028,52,Female,553,9,42,207,73,4,3,2,8
2024-08-02,2906,57,Female,775,9,47,293,86,5,1,5,10
2024-07-16,4071,53,Male,494,4,2,75,45,1,5,9,5
2024-09-23,6188,52,Other,719,1,38,93,173,4,7,9,2
2024-04-14,3786,19,Other,621,4,44,19,60,4,2,9,2
2024-04-30,3975,43,Female,86,1,50,260,12,5,9,9,3
2024-10-17,7475,47,Male,583,9,46,68,103,1,8,8,2
2024-07-30,9699,33,Female,598,10,38,88,173,1,8,9,8
2024-06-26,8135,32,Male,568,9,73,279,48,7,4,10,5
2024-02-29,8478,33,Other,80,7,13,78,176,4,5,1,7
2024-02-26,3233,31,Male,874,7,55,76,150,6,1,7,8
2024-01-18,2096,50,Male,909,6,33,83,152,4,10,8,5
2024-01-11,1858,33,Female,604,7,15,226,15,8,3,1,5
2024-06-26,9106,53,Male,699,4,24,65,136,9,6,3,4
2024-04-12,8734,18,Male,821,10,13,181,45,1,8,10,1
2024-08-19,4513,41,Male,817,4,81,36,25,7,3,8,4
2024-06-30,6993,39,Other,505,1,86,14,158,9,5,2,10
2024-12-29,4201,37,Other,80,6,22,58,89,8,8,2,8
2024-05-18,4345,31,Female,947,3,52,77,155,9,9,5,10
2024-06-19,6330,39,Male,601,2,22,140,68,6,8,9,9
2024-04-10,8111,34,Other,893,3,11,99,11,5,2,7,1
2024-05-14,3269,45,Female,851,6,87,261,26,5,5,8,8
2024-12-23,2313,57,Other,769,8,64,273,43,4,8,7,7
2024-06-10,8637,59,Other,913,2,77,219,23,9,6,5,8
2024-04-09,7404,50,Male,71,10,56,292,6,9,7,7,5
2024-08-29,5581,21,Female,645,7,27,196,66,8,10,10,4
2024-03-23,7523,28,Other,783,7,33,57,8,1,2,9,10
2024-10-07,4110,32,Other,65,3,18,254,27,9,1,10,3
2024-10-12,6141,20,Male,871,2,75,261,106,6,2,9,2
2024-12-14,1224,27,Female,838,6,59,110,5,5,8,3,1
2024-08-22,7643,50,Female,884,8,56,297,97,6,7,3,2
2024-07-17,8630,37,Female,625,7,45,151,45,4,8,7,3
2024-02-18,2325,55,Female,457,2,78,235,126,6,4,6,9
2024-10-15,8280,46,Male,774,10,5,247,114,8,1,4,9
2024-08-26,1968,58,Other,886,1,48,216,10,7,4,7,5
2024-08-05,1823,57,Male,68,8,34,179,158,9,7,4,4
2024-03-20,4718,39,Male,748,7,11,6,127,5,7,10,10
2024-08-19,9648,58,Female,787,4,88,151,171,5,2,8,1
2024-10-02,2736,40,Female,47,5,30,228,121,1,5,9,3
2024-04-08,5070,24,Female,946,7,36,118,85,4,1,4,1
2024-12-02,1809,29,Female,615,7,63,122,113,1,1,3,8
2024-06-14,3908,58,Female,553,7,16,78,72,6,9,7,2
2024-08-11,5613,52,Female,668,5,81,143,135,1,10,4,6
2024-07-02,9795,23,Other,639,10,58,220,45,9,8,4,3
2024-11-29,5134,54,Female,761,1,30,122,53,8,2,7,10
2024-04-22,4061,40,Female,481,3,37,211,161,1,1,10,3
2024-12-05,5607,35,Male,485,1,62,159,137,7,6,9,2
2024-12-22,5647,36,Other,761,3,46,261,15,7,2,4,7
2024-06-25,1877,18,Male,515,8,54,24,134,5,1,7,1
2024-10-06,7154,26,Other,836,9,12,22,82,9,7,8,1
2024-10-16,8869,30,Other,94,2,67,28,15,9,5,1,5
2024-05-03,4602,24,Female,879,9,74,60,25,4,7,3,6
2024-12-28,4740,56,Female,544,1,56,164,60,6,7,9,9
2024-08-12,6246,18,Other,822,1,64,51,30,6,7,4,5
2024-11-04,7800,39,Male,738,5,3,163,5,9,6,5,7
2024-03-29,1665,56,Male,891,5,45,143,15,4,8,8,3
2024-10-01,8233,32,Female,785,1,12,288,132,5,9,8,3
2024-08-26,5798,31,Male,673,5,56,202,120,7,10,6,4
2024-08-03,3934,40,Other,574,6,64,21,104,5,10,8,3
2024-08-03,9444,23,Female,834,4,57,203,165,9,10,2,7
2024-05-18,6411,48,Male,924,8,23,200,127,8,9,10,2
2024-08-17,1270,20,Other,897,4,9,56,49,7,2,2,4
2024-04-14,9791,19,Female,525,10,4,64,33,6,3,2,5
2024-05-27,8740,40,Male,616,6,19,81,128,5,1,8,4
2024-07-21,9215,48,Other,767,8,53,25,79,6,1,1,3
2024-06-11,2834,46,Male,65,10,27,284,170,5,10,10,10
2024-12-15,2439,43,Other,755,10,1,157,119,9,4,9,6
2024-10-16,1109,18,Male,572,8,44,104,149,5,10,7,9
2024-05-13,7382,24,Male,893,7,82,164,124,8,10,6,8
2024-06-09,1238,37,Female,658,8,3,36,131,9,2,8,2
2024-06-24,3592,36,Male,881,10,64,41,84,7,3,9,5
2024-04-14,3367,58,Other,451,9,5,161,8,6,1,1,3
2024-07-06,5677,54,Other,722,10,13,163,163,8,8,10,4
2024-02-17,8764,45,Female,752,3,41,100,28,6,10,10,7
2024-09-13,4878,38,Male,587,4,9,104,33,1,1,2,7
2024-11-12,9974,45,Other,544,1,12,138,27,5,3,1,9
2024-01-10,7458,22,Female,456,4,47,129,36,4,4,6,10
2024-10-07,8382,29,Female,835,6,69,241,129,4,10,1,5
2024-03-12,4377,30,Other,909,5,18,165,122,9,4,4,5
2024-12-03,3889,51,Female,615,10,67,195,89,7,7,1,3
2024-06-27,2861,46,Other,946,7,25,55,21,1,10,10,9
2024-01-23,7668,42,Female,526,3,40,286,84,6,2,8,9
2024-04-21,4167,57,Female,834,9,73,131,98,1,6,1,3
2024-11-26,8848,20,Male,642,2,48,30,57,4,10,2,9
2024-09-09,9210,25,Other,833,6,80,227,144,1,9,5,5
2024-05-18,3338,28,Other,499,5,51,138,124,7,9,10,6
2024-04-15,7694,45,Female,924,10,27,244,65,7,6,10,9
2024-08-12,9333,37,Other,832,2,80,223,42,7,3,4,5
2024-06-25,3110,50,Female,771,7,77,93,44,9,7,4,10
2024-02-15,1941,28,Male,627,8,56,65,149,8,8,9,9
2024-12-19,4414,22,Other,852,6,47,115,60,5,6,3,6
2024-11-05,9529,20,Female,761,9,26,112,132,1,9,8,3
2024-04-20,3916,29,Female,575,10,40,166,153,5,7,5,9
2024-01-13,6938,34,Female,605,3,8,140,167,7,4,1,8
2024-08-30,4688,27,Female,673,2,62,24,11,8,9,2,9
2024-12-20,5784,31,Male,674,5,4,104,146,7,6,2,1
2024-01-14,1256,43,Female,458,8,54,71,161,5,10,3,7
2024-11-23,1909,59,Male,737,1,89,102,159,7,2,3,8
2024-08-24,1010,39,Other,947,9,51,127,27,7,10,5,2
2024-10-20,5838,23,Male,948,6,19,30,134,4,10,10,7
2024-06-04,2181,54,Other,794,5,51,100,55,6,9,7,10
2024-04-01,1446,57,Female,655,1,15,277,56,6,2,7,2
2024-03-30,7981,47,Other,453,9,8,286,70,9,10,3,3
2024-10-03,1179,51,Male,827,6,84,287,179,9,5,6,2
2024-07-10,7802,32,Female,74,2,37,25,91,7,3,9,5
2024-07-02,4770,23,Female,571,3,18,148,121,4,10,8,2
2024-12-21,6392,21,Male,836,10,24,110,1,7,1,6,10
2024-07-18,3586,42,Female,538,7,2,195,40,5,8,6,2
2024-12-04,6769,55,Female,597,5,70,210,30,7,7,8,2
2024-01-23,8727,57,Female,756,5,56,272,70,1,9,10,6
2024-12-13,8939,35,Other,671,10,72,186,30,6,9,3,6
2024-09-26,9633,42,Other,84,7,23,154,164,4,7,10,1
2024-01-04,8928,18,Other,902,10,58,61,80,4,10,5,9
2024-05-18,3506,23,Male,45,8,30,292,174,4,4,10,5
2024-10-18,3335,51,Other,486,1,29,59,140,1,1,6,9
2024-02-28,2832,47,Male,592,8,64,267,68,1,6,9,1
2024-10-07,1256,49,Female,529,2,1,144,109,6,1,1,4
2024-05-10,7200,21,Male,933,1,79,138,147,4,6,2,1
2024-03-28,1712,39,Male,651,3,26,213,73,9,9,3,5
2024-11-12,8939,44,Other,521,4,35,118,126,7,3,9,6
2024-04-26,2578,44,Male,457,5,25,227,146,1,10,6,7
2024-02-27,1667,18,Other,69,6,84,136,143,9,10,8,10
2024-07-23,2848,34,Other,631,3,6,53,103,1,7,2,2
2024-08-29,8370,48,Male,462,7,30,175,125,8,5,3,1
2024-05-02,8641,23,Other,483,7,53,253,58,9,10,8,7
2024-02-26,9848,56,Female,628,1,20,20,51,8,4,3,1
2024-10-26,1671,27,Other,645,5,50,180,3,8,3,10,10
2024-07-02,2046,35,Male,666,1,2,66,36,1,9,1,4
2024-07-07,5483,31,Female,62,3,86,232,150,5,5,5,10
2024-02-10,6241,52,Female,886,7,59,243,60,6,1,6,1
2024-05-21,5239,50,Male,867,3,38,160,28,6,9,1,4
2024-05-17,9663,27,Male,673,2,51,86,108,7,1,2,1
2024-09-04,8287,20,Male,505,6,60,150,29,6,8,5,7
2024-04-06,7107,25,Other,866,1,68,293,121,1,4,7,6
2024-06-09,9480,25,Male,931,10,86,81,61,6,10,1,10
2024-11-24,3690,43,Male,93,2,77,225,151,1,2,7,5
2024-05-26,8768,39,Other,696,5,38,71,41,1,9,9,1
2024-09-14,5370,37,Female,931,1,88,195,93,8,7,3,2
2024-06-02,5535,53,Male,675,1,26,172,3,8,10,8,3
2024-02-06,4872,48,Other,621,8,31,56,165,9,2,3,4
2024-07-02,1544,27,Female,916,4,18,148,21,4,9,1,9
2024-10-27,9399,35,Male,487,6,40,4,79,1,2,1,3
2024-05-15,1386,42,Female,784,2,49,94,32,1,9,7,6
2024-05-14,3484,42,Female,47,1,63,268,71,9,9,3,3
2024-02-02,4285,26,Male,506,4,44,16,55,6,3,5,3
2024-01-23,6873,40,Other,675,9,54,127,60,1,1,7,6
2024-04-09,7704,26,Female,46,6,42,135,58,1,4,5,9
2024-09-10,5102,40,Other,70,9,5,88,146,9,2,10,5
2024-07-25,7476,30,Male,937,2,35,153,9,9,5,1,7
2024-05-10,3787,52,Other,497,7,81,295,156,4,9,3,3
2024-10-18,8978,32,Male,657,10,79,163,83,9,5,5,7
2024-09-26,4523,56,Other,831,3,8,52,76,6,6,10,5
2024-10-05,2050,23,Female,77,3,49,123,18,5,6,2,8
2024-02-07,3634,34,Other,853,6,67,136,89,6,6,5,5
2024-03-30,5635,25,Female,787,8,89,222,119,1,2,9,2
2024-10-07,5979,19,Female,529,9,35,232,37,5,6,9,2
2024-03-10,2361,33,Other,739,9,70,16,177,6,7,3,9
2024-09-25,9494,40,Female,879,5,34,201,100,1,3,10,2
2024-07-16,9007,53,Male,593,7,45,150,45,1,5,1,3
2024-02-02,5355,59,Other,552,6,69,253,143,1,5,9,10
2024-11-28,2198,29,Male,81,2,43,154,98,5,7,1,3
2024-11-11,5320,42,Other,577,1,38,234,106,9,2,1,2
2024-06-15,1565,52,Female,542,9,67,24,175,5,2,4,6
2024-06-14,8156,18,Other,796,1,77,104,61,5,3,2,8
2024-04-20,1716,33,Female,457,10,6,270,59,6,5,2,10
2024-07-01,1889,48,Female,764,6,31,201,113,6,9,7,2
2024-09-20,7207,24,Male,755,2,51,3,133,4,10,1,8
2024-04-01,5578,48,Male,555,2,61,240,154,1,4,6,3
2024-10-10,4430,55,Male,658,3,50,54,76,7,1,3,8
2024-12-01,7747,33,Other,816,1,6,0,48,5,10,7,4
2024-12-23,7539,48,Female,92,4,66,128,113,1,8,1,4
2024-05-21,7852,40,Male,469,1,54,18,126,6,6,8,7
2024-08-27,5008,34,Male,934,10,54,156,1,1,7,10,8
2024-02-07,9834,55,Other,89,7,42,249,23,5,4,5,7
2024-06-06,4612,43,Other,941,3,52,157,2,1,7,1,9
2024-11-24,1296,59,Male,55,3,26,7,31,7,10,3,6
2024-09-20,2118,58,Female,587,2,49,193,130,5,4,7,9
2024-07-30,5760,47,Female,498,10,22,275,1,9,2,9,4
2024-08-28,4724,53,Other,651,8,65,30,137,9,10,10,7
2024-05-10,5511,37,Female,565,2,83,60,124,8,6,2,3
2024-09-05,9664,38,Female,585,6,9,11,6,1,10,2,10
2024-09-27,7651,50,Female,586,1,71,75,122,7,3,9,9
2024-02-01,4083,30,Male,542,5,88,85,38,9,4,4,5
2024-04-14,5673,24,Male,555,7,74,289,160,9,7,9,6
2024-07-04,4937,32,Female,693,7,16,264,113,4,4,3,1
2024-04-04,4397,27,Female,672,6,25,258,51,7,1,4,10
2024-09-06,1331,31,Male,851,7,9,114,56,7,2,10,5
2024-11-01,3575,59,Male,616,2,38,72,146,5,9,2,7
2024-03-25,5419,42,Other,513,10,60,99,50,8,2,6,5
2024-07-15,9533,22,Other,795,10,79,124,60,9,6,1,5
2024-07-09,7010,42,Other,862,8,47,287,119,9,3,10,2
2024-03-10,3218,33,Other,513,1,40,80,174,4,6,7,3
2024-11-13,1442,18,Female,57,7,56,133,128,5,3,5,8
2024-10-07,8862,36,Male,594,1,70,16,121,6,6,1,2
2024-10-19,2233,43,Male,829,8,79,266,133,4,1,2,5
2024-01-13,1740,43,Female,479,2,9,127,6,1,5,1,4
2024-10-08,3770,29,Male,852,2,6,34,14,6,3,9,10
2024-02-28,6370,32,Female,452,8,20,70,120,6,5,5,4
2024-03-26,7929,52,Male,78,2,12,53,142,9,5,5,5
2024-10-17,2715,40,Female,761,1,63,153,47,6,8,7,9
2024-01-08,2151,48,Other,461,3,62,73,166,8,5,9,7
2024-06-30,4705,31,Other,744,9,47,210,94,5,1,2,8
2024-09-21,4718,33,Other,744,10,41,12,139,8,10,4,2
2024-06-12,5187,41,Male,871,3,39,53,129,5,7,10,9
2024-07-08,6759,39,Other,743,6,37,242,18,1,3,3,7
2024-06-18,4897,35,Other,599,7,88,57,62,7,7,9,8
2024-03-12,3980,47,Male,513,5,39,61,68,1,10,2,4
2024-03-12,9650,34,Female,738,7,89,30,111,1,8,7,2
2024-04-17,2421,33,Other,695,1,11,127,69,6,9,5,6
2024-02-28,5952,41,Male,455,5,84,165,168,1,7,6,3
2024-03-05,4038,47,Male,74,2,41,138,26,8,7,8,3
2024-01-18,4660,41,Other,865,6,43,91,76,8,3,7,6
2024-10-06,2618,53,Other,802,6,39,220,151,1,5,5,6
2024-06-18,3422,43,Female,555,7,36,52,17,8,6,1,4
2024-08-30,3347,52,Other,928,8,79,130,141,9,10,6,10
2024-06-16,2074,22,Male,515,6,10,7,152,1,8,3,4
2024-05-07,6594,37,Other,553,9,24,233,43,9,8,1,2
2024-05-14,7999,30,Male,819,10,34,87,96,5,7,8,1
2024-06-30,4853,47,Male,756,3,5,299,17,4,4,8,10
2024-10-04,4065,56,Other,695,9,23,14,163,9,5,7,8
2024-03-16,3419,57,Male,919,1,33,67,87,8,7,1,9
2024-09-15,5075,32,Other,936,6,28,272,116,6,8,1,5
2024-02-20,5746,24,Female,524,9,20,98,147,6,3,7,5
2024-02-06,2478,43,Female,672,4,20,148,24,1,5,3,1
2024-02-12,9484,59,Other,894,4,33,75,96,8,5,6,8
2024-08-22,8971,55,Other,644,1,20,270,13,1,10,4,7
2024-04-02,9500,26,Male,846,7,41,259,132,7,9,9,6
2024-09-11,9705,20,Female,789,2,68,211,155,6,3,3,9
2024-04-09,1255,48,Male,887,9,68,14,174,6,3,6,4
2024-12-09,6790,28,Male,633,1,2,281,158,1,10,8,9
2024-11-15,9085,32,Other,77,4,46,86,52,7,2,10,3
2024-03-12,7170,46,Other,501,9,2,145,51,1,9,10,7
2024-10-01,9437,59,Female,721,3,66,142,138,8,8,5,4
2024-01-13,3504,51,Male,744,10,11,148,138,1,10,2,2
2024-10-07,9444,21,Other,927,2,34,274,7,1,3,6,7
2024-01-23,9401,36,Female,699,2,66,134,54,6,10,3,1
2024-06-04,6604,40,Male,538,1,53,27,3,9,7,5,7
2024-10-16,3400,59,Male,456,10,85,89,66,4,8,4,3
2024-12-13,3280,27,Female,569,6,36,90,78,9,8,5,2
2024-12-29,3107,51,Female,821,3,71,32,43,9,5,9,4
2024-12-02,1916,19,Other,921,3,48,243,151,6,8,10,8
2024-10-02,8963,19,Male,663,3,22,253,14,4,3,9,4
2024-11-20,3808,36,Female,548,1,77,283,53,1,4,6,8
2024-07-09,3456,39,Other,786,9,25,234,149,4,5,5,9
2024-02-16,8380,48,Other,469,7,5,143,89,4,8,10,4
2024-04-25,1537,46,Other,458,10,34,226,95,6,1,6,10
2024-08-11,7163,19,Other,529,3,43,231,5,7,2,6,8
2024-03-28,8187,31,Male,528,7,79,70,154,4,1,1,4
2024-01-07,2183,20,Other,946,8,86,53,37,6,6,8,1
2024-11-04,5791,44,Female,922,7,63,103,157,1,9,4,2
2024-12-21,1124,42,Female,816,3,41,273,120,9,10,5,1
2024-12-07,6302,34,Male,67,8,36,18,173,8,7,10,10
2024-08-19,4957,28,Female,733,7,17,174,113,4,10,10,1
2024-04-18,5457,42,Male,855,10,5,107,142,7,4,2,8
2024-02-01,1883,26,Other,739,7,20,75,129,1,4,4,2
2024-02-17,9269,47,Male,727,10,49,257,54,1,6,10,8
2024-09-10,3776,49,Male,505,9,58,292,24,1,6,1,10
2024-03-27,2669,42,Other,504,4,5,62,37,8,4,8,8
2024-07-07,9711,57,Male,681,9,45,21,86,6,7,3,6
2024-05-12,7227,50,Female,453,7,37,292,67,4,6,5,2
2024-12-08,7645,32,Other,777,5,24,88,124,1,9,7,6
2024-05-29,3922,40,Male,754,6,29,19,32,8,4,6,7
2024-06-21,5970,26,Male,678,3,43,95,49,8,3,1,3
2024-03-04,7998,45,Other,533,1,39,179,57,4,2,1,9
2024-07-25,4653,34,Male,531,5,86,160,101,1,1,9,3
2024-09-25,7042,23,Other,749,3,22,137,50,1,7,4,4
2024-02-11,1730,51,Female,513,7,49,25,153,6,9,4,10
2024-08-24,4535,34,Female,556,8,20,277,17,6,9,3,6
2024-01-26,2885,45,Female,86,7,53,167,118,6,5,2,6
2024-03-02,5694,52,Other,856,8,69,193,140,1,9,2,1
2024-06-13,6546,39,Other,82,7,78,254,96,5,7,6,2
2024-08-14,1704,22,Male,94,3,20,151,127,4,5,6,10
2024-05-31,3407,38,Male,905,7,21,161,119,8,3,7,10
2024-05-30,4909,33,Female,85,6,68,120,108,6,2,7,3
2024-04-21,3368,44,Female,772,7,46,257,112,1,1,6,10
2024-12-11,1759,37,Male,823,7,45,137,173,8,10,7,2
2024-10-30,2308,44,Female,717,10,68,20,151,9,8,9,5
2024-05-04,9961,19,Other,699,10,19,67,172,6,10,5,9
2024-10-31,5370,31,Male,86,1,71,64,108,6,7,5,8
2024-01-28,6181,34,Male,723,3,47,135,140,4,1,9,9
2024-04-27,1665,34,Female,814,5,40,256,88,1,4,4,4
2024-01-10,4355,23,Other,719,3,45,73,94,1,4,8,3
2024-04-19,9561,20,Female,638,6,68,9,160,4,3,3,6
2024-01-24,7994,23,Female,497,3,67,32,55,1,3,6,9
2024-12-27,8170,37,Other,817,8,5,275,138,6,5,2,6
2024-02-04,7702,39,Male,674,5,20,13,90,4,7,3,10
2024-07-30,8762,44,Male,577,3,9,119,144,4,5,5,10
2024-01-14,2945,25,Male,641,5,55,104,131,6,8,1,4
2024-11-21,9015,46,Female,858,10,35,3,43,7,4,2,2
2024-10-03,2487,32,Female,888,6,66,35,160,7,8,8,5
2024-07-08,9287,43,Female,532,4,36,293,95,9,9,10,4
2024-06-29,6950,34,Other,575,6,15,4,81,7,6,1,6
2024-04-24,7406,31,Female,798,1,42,284,127,7,5,5,6
2024-03-10,7765,21,Male,686,3,89,175,170,8,1,9,5
2024-09-02,1143,28,Female,551,5,57,186,107,5,10,1,10
2024-07-29,6783,41,Other,855,5,31,105,95,7,7,8,10
2024-04-13,3567,32,Female,777,2,62,48,114,6,7,7,1
2024-07-17,1070,24,Other,62,5,52,253,100,9,9,8,6
2024-12-24,9440,44,Female,694,3,41,258,90,1,1,10,1
2024-12-15,2149,38,Male,493,6,56,19,112,4,7,3,2
2024-01-16,1605,55,Female,912,7,31,268,157,4,5,10,4
2024-07-28,4046,28,Female,598,5,83,251,117,5,6,2,7
2024-12-05,7324,31,Male,763,6,15,90,119,1,10,9,5
2024-08-06,4664,50,Other,781,4,64,131,67,7,1,9,3
2024-10-27,7147,22,Male,608,5,71,229,106,1,7,3,1
2024-09-21,2361,20,Female,826,6,86,237,15,8,4,4,8
2024-08-26,7724,23,Other,742,6,1,106,38,7,8,5,2
2024-02-23,7895,29,Male,682,7,77,64,101,8,2,1,1
2024-03-24,9713,46,Female,648,10,12,46,102,1,6,5,10
2024-12-13,2612,29,Female,925,7,57,253,179,6,3,1,3
2024-03-15,1328,31,Other,486,3,35,219,171,5,5,7,7
2024-03-26,9722,18,Other,605,2,4,92,96,4,10,5,2
2024-12-06,5409,32,Male,717,10,32,167,14,7,7,2,1
2024-06-20,2295,39,Female,821,10,57,61,84,7,3,9,5
2024-01-18,4897,41,Other,628,8,73,65,167,5,2,1,6
2024-08-24,7804,27,Other,46,7,23,117,33,7,9,5,2
2024-02-20,1633,56,Female,684,5,27,106,26,1,1,5,6
2024-10-08,9824,41,Other,589,3,47,120,12,7,3,3,6
2024-12-02,6095,36,Male,597,7,73,66,2,1,10,3,8
2024-06-26,2954,41,Male,497,7,5,193,148,7,3,1,7
2024-08-08,7196,54,Other,927,10,78,116,23,8,10,5,7
2024-11-17,2059,20,Male,509,10,44,43,90,8,6,3,3
2024-03-23,6452,43,Female,74,7,19,49,94,8,1,4,9
2024-10-02,9204,20,Female,656,3,0,89,151,1,3,2,5
2024-01-03,3738,57,Other,855,1,6,115,51,9,6,1,10
